sub	name	x	y	z	size	chan_num	FS_label	FS_vol	FS_ind	WMvsGM	LvsR	sEEG_ECoG	Desikan_Killiany	DK_ind	DK_lobe	Destrieux	Destr_ind	Destr_long	Yeo7	Yeo7_ind	Yeo17	Yeo17_ind	PTD_ind	surr_GM_vox	surr_WM_vox	LEPTO_coord_1	LEPTO_coord_2	LEPTO_coord_3	MNI_coord_1	MNI_coord_2	MNI_coord_3	MGRID_coord_1	MGRID_coord_2	MGRID_coord_3	subINF_coord_1	subINF_coord_2	subINF_coord_3	fsaverageINF_coord_1	fsaverageINF_coord_2	fsaverageINF_coord_3	ScannerNativeRAS_coord_1	ScannerNativeRAS_coord_2	ScannerNativeRAS_coord_3	sub_name
sub-03	LSL1	-44.03369247	-34.21390727	4.308875827	3.5 mm	53	LSL1	Left-Cerebral-White-Matter	2	GM	L	sEEG	bankssts	2	Temporal	S_temporal_sup	74	Superior temporal sulcus (parallel sulcus)	Default	8	17Networks_14	15	-0.8518519	2.0	25.0	-43.333	-29.667	26.5	-44.03369247	-34.21390727	4.308875827	172.333	102.5	158.667	-45.30314636	-32.60337448	-22.41609383	-29.23310471	-12.92838192	-9.218270302	-41.85032371	7.003490225	19.75250703	sub-03 LSL1
sub-03	LSL2	-48.55767926	-31.78662715	4.015676682	3.5 mm	54	LSL2	Left-Cerebral-White-Matter	2	GM	L	sEEG	bankssts	2	Temporal	S_temporal_sup	74	Superior temporal sulcus (parallel sulcus)	Default	8	17Networks_14	15	-0.6296296	5.0	22.0	-47.5	-27.167	26.833	-48.55767926	-31.78662715	4.015676682	176.5	102.167	156.167	-46.18665695	-27.32129288	-22.36120415	-31.47657013	-12.12605667	-12.56428337	-46.01732346	9.503489927	20.08550699	sub-03 LSL2
sub-03	LSL3	-52.99320322	-29.51204981	3.564826022	3.5 mm	55	LSL3	Left-Cerebral-White-Matter	2	GM	L	sEEG	bankssts	2	Temporal	S_temporal_sup	74	Superior temporal sulcus (parallel sulcus)	Default	8	17Networks_14	15	-0.7037037	4.0	23.0	-51.6	-24.8	27.0	-52.99320322	-29.51204981	3.564826022	180.6	102.0	153.8	-46.48740005	-24.68750954	-20.72188187	-39.91068268	-14.61056995	-26.31849861	-50.11732322	11.87048965	20.25250697	sub-03 LSL3
sub-03	LSL4	-57.6602347	-26.87398691	3.559600247	3.5 mm	56	LSL4	Left-Cerebral-White-Matter	2	GM	L	sEEG	superiortemporal	31	Temporal	G_temp_sup-Lateral	34	Lateral aspect of the superior temporal gyrus	Default	8	17Networks_14	15	-0.7037037	4.0	23.0	-55.875	-22.125	27.625	-57.6602347	-26.87398691	3.559600247	184.875	101.375	151.125	-47.2735405	-13.23680878	-22.43047714	-34.94063187	-15.66074753	-13.90626431	-54.39232296	14.54548933	20.8775069	sub-03 LSL4
sub-03	LSL5	-62.65828532	-24.81861691	3.351543122	3.5 mm	57	LSL5	ctx-lh-superiortemporal	1030	GM	L	sEEG	superiortemporal	31	Temporal	G_temp_sup-Lateral	34	Lateral aspect of the superior temporal gyrus	Somatomotor	3	17Networks_14	15	0.6296296	22.0	5.0	-60.5	-20.0	28.0	-62.65828532	-24.81861691	3.351543122	189.5	101.0	149.0	-46.84943008	-10.3837595	-21.82620621	-37.81973648	-13.04967594	-20.73106956	-59.01732269	16.67048907	21.25250685	sub-03 LSL5
sub-03	LSL6	-67.31448824	-22.46974607	3.112198565	3.5 mm	58	LSL6	Unknown	0	WM	L	sEEG	Unknown	1	Unknown	Depth	Depth	Depth	Depth	Depth	Depth	Depth				-64.7918	-17.5832	28.375	-67.31448824	-22.46974607	3.112198565	193.7918	100.625	146.5832	-46.38249588	-7.269384384	-22.10000801	-37.50741959	-11.57245636	-21.15629768	-63.30912243	19.08728878	21.62750681	sub-03 LSL6
sub-03	LIL1	-40.80290817	-34.59959706	-1.702013583	3.5 mm	59	LIL1	Left-Cerebral-White-Matter	2	WM	L	sEEG	Left-Cerebral-White-Matter	Left-Cerebral-White-Matter	Left-Cerebral-White-Matter	Depth	Depth	Depth	Depth	Depth	Depth	Depth	-1.0	0.0	27.0	-40.667	-29.333	21.0	-40.80290817	-34.59959706	-1.702013583	169.667	108.0	158.333	-46.8626442	-17.60178947	-34.18792725	-40.06864166	-20.99059677	-27.15206528	-39.18432387	7.337490185	14.25250769	sub-03 LIL1
sub-03	LIL2	-45.98153132	-32.88770891	-2.287858878	3.5 mm	60	LIL2	Left-Cerebral-White-Matter	2	GM	L	sEEG	middletemporal	16	Temporal	S_temporal_sup	74	Superior temporal sulcus (parallel sulcus)	Default	8	17Networks_17	18	-0.4814815	7.0	20.0	-45.5	-27.5	21.0	-45.98153132	-32.88770891	-2.287858878	174.5	108.0	156.5	-46.99114609	-14.30451965	-34.07328033	-40.176651	-18.58006859	-28.04093361	-44.01732358	9.170489967	14.25250769	sub-03 LIL2
sub-03	LIL3	-50.62525584	-31.32966687	-2.817146277	3.5 mm	61	LIL3	Left-Cerebral-White-Matter	2	GM	L	sEEG	superiortemporal	31	Temporal	S_temporal_sup	74	Superior temporal sulcus (parallel sulcus)	Default	8	17Networks_14	15	-0.4074074	8.0	19.0	-49.833	-25.833	21.0	-50.62525584	-31.32966687	-2.817146277	178.833	108.0	154.833	-47.5049324	-11.90316582	-30.2463913	-40.0343132	-16.79753685	-26.3733387	-48.35032333	10.83748977	14.25250769	sub-03 LIL3
sub-03	LIL4	-55.78539081	-29.49977702	-3.801211341	3.5 mm	62	LIL4	Left-Cerebral-White-Matter	2	GM	L	sEEG	superiortemporal	31	Temporal	S_temporal_sup	74	Superior temporal sulcus (parallel sulcus)	Default	8	17Networks_14	15	-0.2592593	10.0	17.0	-54.667	-23.833	20.667	-55.78539081	-29.49977702	-3.801211341	183.667	108.333	152.833	-46.9621582	-8.456982613	-43.91262817	-39.76213837	-14.60399532	-25.49973106	-53.18432304	12.83748953	13.91950773	sub-03 LIL4
sub-03	LIL5	-60.44044982	-27.30955591	-4.629979378	3.5 mm	63	LIL5	ctx-lh-superiortemporal	1030	GM	L	sEEG	superiortemporal	31	Temporal	G_temp_sup-Lateral	34	Lateral aspect of the superior temporal gyrus	Default	8	17Networks_14	15	0.2592593	17.0	10.0	-59.0	-21.5	20.5	-60.44044982	-27.30955591	-4.629979378	188.0	108.5	150.5	-47.56443787	-5.996661663	-27.59634972	-39.34548569	-13.04391098	-24.62872696	-57.51732278	15.17048925	13.75250775	sub-03 LIL5
sub-03	LIL6	-65.23445532	-25.49654191	-5.780594878	3.5 mm	64	LIL6	ctx-lh-superiortemporal	1030	GM	L	sEEG	superiortemporal	31	Temporal	G_temp_sup-Lateral	34	Lateral aspect of the superior temporal gyrus	Somatomotor	3	17Networks_14	15	1.0	23.0	0.0	-63.5	-19.5	20.0	-65.23445532	-25.49654191	-5.780594878	192.5	109.0	148.5	-47.38403702	-4.326456547	-26.8753376	-40.36687469	-13.42386532	-42.20845413	-62.01732251	17.17048901	13.25250781	sub-03 LIL6
sub-03	LpTh1	-12.18641807	-27.56735166	0.973006372	3.5 mm	65	LpTh1	Left-Thalamus-Proper	10	WM	L	sEEG	Left-Thalamus-Proper	Left-Thalamus-Proper	Left-Thalamus-Proper	Depth	Depth	Depth	Depth	Depth	Depth	Depth				-13.25	-23.0	23.0	-12.18641807	-27.56735166	0.973006372	142.25	106.0	152.0	34.61159897	-9.969062805	-30.08205414	30.89859772	-9.491922379	-23.41909027	-11.76732551	13.67048943	16.25250745	sub-03 LpTh1
sub-03	LpTh2	-16.98257257	-26.66888216	0.548659872	3.5 mm	66	LpTh2	Left-Thalamus-Proper	10	WM	L	sEEG	Left-Thalamus-Proper	Left-Thalamus-Proper	Left-Thalamus-Proper	Depth	Depth	Depth	Depth	Depth	Depth	Depth				-17.75	-22.0	23.0	-16.98257257	-26.66888216	0.548659872	146.75	106.0	151.0	19.11102676	-5.721437454	-44.29429626	19.91054153	-7.470889091	-36.89488602	-16.26732524	14.67048931	16.25250745	sub-03 LpTh2
sub-03	LpTh3	-22.35512607	-25.46434666	0.608220372	3.5 mm	67	LpTh3	Left-Thalamus-Proper	10	WM	L	sEEG	Left-Thalamus-Proper	Left-Thalamus-Proper	Left-Thalamus-Proper	Depth	Depth	Depth	Depth	Depth	Depth	Depth				-22.75	-20.75	23.5	-22.35512607	-25.46434666	0.608220372	151.75	105.5	149.75	14.33891773	-3.708311558	-46.92351151	15.66186714	-4.286594868	-41.58480453	-21.26732494	15.92048916	16.75250739	sub-03 LpTh3
sub-03	LpTh4	-27.46324332	-24.25505391	0.681833122	3.5 mm	68	LpTh4	Left-Cerebral-White-Matter	2	WM	L	sEEG	Left-Cerebral-White-Matter	Left-Cerebral-White-Matter	Left-Cerebral-White-Matter	Depth	Depth	Depth	Depth	Depth	Depth	Depth	-1.0	0.0	27.0	-27.5	-19.5	24.0	-27.46324332	-24.25505391	0.681833122	156.5	105.0	148.5	-24.78887177	9.063929558	-17.80603409	-19.06984711	8.407639503	-16.11755371	-26.01732466	17.17048901	17.25250733	sub-03 LpTh4
sub-03	LpTh5	-32.60556447	-23.52726577	0.267393827	3.5 mm	69	LpTh5	Left-Cerebral-White-Matter	2	GM	L	sEEG	transversetemporal	35	Temporal	S_circular_insula_inf	49	Inferior segment of the circular sulcus of the insula	Somatomotor	3	17Networks_4	5	-0.7037037	4.0	23.0	-32.333	-18.667	24.0	-32.60556447	-23.52726577	0.267393827	161.333	105.0	147.667	-24.78887177	9.063929558	-17.80603409	-19.16769409	9.231095314	-17.02387047	-30.85032437	18.00348891	17.25250733	sub-03 LpTh5
sub-03	LpTh6	-37.23825817	-22.29694806	-0.204871583	3.5 mm	70	LpTh6	Left-Cerebral-White-Matter	2	GM	L	sEEG	transversetemporal	35	Temporal	S_circular_insula_inf	49	Inferior segment of the circular sulcus of the insula	Somatomotor	3	17Networks_4	5	-0.4814815	7.0	20.0	-36.667	-17.333	24.0	-37.23825817	-22.29694806	-0.204871583	165.667	105.0	146.333	-24.9127388	11.10838509	-19.36342621	-19.09101486	11.50089073	-18.95844078	-35.18432411	19.33748875	17.25250733	sub-03 LpTh6
sub-03	LpTh7	-42.70067342	-21.11064081	-0.943821778	3.5 mm	71	LpTh7	Left-Cerebral-White-Matter	2	GM	L	sEEG	transversetemporal	35	Temporal	S_temporal_transverse	75	Transverse temporal sulcus	Somatomotor	3	17Networks_4	5	-0.1111111	12.0	15.0	-41.8	-16.0	23.8	-42.70067342	-21.11064081	-0.943821778	170.8	105.2	145.0	-34.71061707	1.877149045	-18.68593025	-22.42651749	9.857894897	-22.22689247	-40.3173238	20.6704886	17.05250735	sub-03 LpTh7
sub-03	LpTh8	-48.03210122	-19.65904801	-1.721061578	3.5 mm	72	LpTh8	Unknown	0	WM	L	sEEG	Unknown	1	Unknown	Depth	Depth	Depth	Depth	Depth	Depth	Depth				-46.8	-14.4	23.6	-48.03210122	-19.65904801	-1.721061578	175.8	105.4	143.4	-36.8590126	1.132001355	-19.20505333	-22.66444016	11.274086	-23.85606575	-45.31732351	22.27048841	16.85250738	sub-03 LpTh8
sub-03	LpTh9	-52.98928024	-18.17273778	-1.724530673	3.5 mm	73	LpTh9	ctx-lh-superiortemporal	1030	GM	L	sEEG	superiortemporal	31	Temporal	S_temporal_transverse	75	Transverse temporal sulcus	Somatomotor	3	17Networks_4	5	1.0	21.0	0.0	-51.4	-12.8667	24.0667	-52.98928024	-18.17273778	-1.724530673	180.4	104.9333	141.8667	-40.09054947	1.033743024	-20.79198647	-39.29248428	-3.016571999	-32.3804512	-49.91732323	23.80378822	17.31920732	sub-03 LpTh9
sub-03	LpTh10	-57.9464552	-16.68634305	-1.728127882	3.5 mm	74	LpTh10	Unknown	0	WM	L	sEEG	Unknown	1	Unknown	Depth	Depth	Depth	Depth	Depth	Depth	Depth				-56.0	-11.3333	24.5333	-57.9464552	-16.68634305	-1.728127882	185.0	104.4667	140.3333	-41.51459503	2.966455221	-22.9633007	-38.66990662	-2.529305458	-30.63224792	-54.51732296	25.33718804	17.78580727	sub-03 LpTh10
sub-03	LpTh11	-62.90363422	-15.20003281	-1.731596978	3.5 mm	75	LpTh11	ctx-lh-superiortemporal	1030	GM	L	sEEG	superiortemporal	31	Temporal	S_temporal_transverse	75	Transverse temporal sulcus	Somatomotor	3	17Networks_4	5	0.4074074	19.0	8.0	-60.6	-9.8	25.0	-62.90363422	-15.20003281	-1.731596978	189.6	104.0	138.8	-42.17797089	3.81474638	-24.00296593	-37.60794067	-2.348104715	-28.30204582	-59.11732268	26.87048786	18.25250721	sub-03 LpTh11
sub-03	LpTh12	-67.97535584	-13.96330093	-2.002057313	3.5 mm	76	LpTh12	Unknown	0	WM	L	sEEG	Unknown	1	Unknown	Depth	Depth	Depth	Depth	Depth	Depth	Depth				-65.335	-8.48	25.2	-67.97535584	-13.96330093	-2.002057313	194.335	103.8	137.48	-44.82141876	2.703552961	-25.76247406	-37.17461395	-1.80845356	-27.95818138	-63.8523224	28.1904877	18.45250719	sub-03 LpTh12
sub-03	LIC1	-42.57596467	-36.99661675	-3.827911361	3.5 mm	77	LIC1	Left-Cerebral-White-Matter	2	WM	L	sEEG	Left-Cerebral-White-Matter	Left-Cerebral-White-Matter	Left-Cerebral-White-Matter	Depth	Depth	Depth	Depth	Depth	Depth	Depth	-1.0	0.0	27.0	-42.571	-31.429	18.857	-42.57596467	-36.99661675	-3.827911361	171.571	110.143	160.429	-46.69752121	-21.09936333	-32.75956726	-39.98852539	-23.7481842	-28.66807747	-41.08832376	5.241490435	12.10950794	sub-03 LIC1
sub-03	LIC2	-47.90844437	-36.34490172	-5.594162539	3.5 mm	78	LIC2	ctx-lh-middletemporal	1015	GM	L	sEEG	middletemporal	16	Temporal	S_temporal_sup	74	Superior temporal sulcus (parallel sulcus)	Default	8	17Networks_17	18	1.0	26.0	0.0	-47.667	-30.5	17.667	-47.90844437	-36.34490172	-5.594162539	176.667	111.333	159.5	-46.79036331	-19.59202766	-36.60153198	-40.03391647	-23.07952881	-28.71214294	-46.18432345	6.170490324	10.91950808	sub-03 LIC2
sub-03	LIC3	-53.00553432	-35.54555591	-6.777413878	3.5 mm	79	LIC3	Unknown	0	GM	L	sEEG	middletemporal	16	Temporal	S_temporal_sup	74	Superior temporal sulcus (parallel sulcus)	Default	8	17Networks_17	18	1.0	19.0	0.0	-52.5	-29.5	17.0	-53.00553432	-35.54555591	-6.777413878	181.5	112.0	158.5	-46.88448334	-17.16741371	-41.23626709	-40.14593887	-23.48930168	-32.53380203	-51.01732317	7.170490205	10.25250816	sub-03 LIC3
sub-03	LIC4	-58.07095347	-34.95687877	-8.301579173	3.5 mm	80	LIC4	Unknown	0	WM	L	sEEG	Unknown	1	Unknown	Depth	Depth	Depth	Depth	Depth	Depth	Depth				-57.333	-28.667	16.0	-58.07095347	-34.95687877	-8.301579173	186.333	113.0	157.667	-46.94932556	-13.45038319	-44.42580414	-40.22462082	-23.07242203	-35.68593597	-55.85032288	8.003490106	9.252508283	sub-03 LIC4
sub-03	LIC5	-62.63793445	-33.57323566	-9.223283503	3.5 mm	81	LIC5	Unknown	0	WM	L	sEEG	Unknown	1	Unknown	Depth	Depth	Depth	Depth	Depth	Depth	Depth				-61.625	-27.125	15.625	-62.63793445	-33.57323566	-9.223283503	190.625	113.375	156.125	-46.89900589	-9.490556717	-46.25380325	-40.14671707	-23.29776382	-37.98798752	-60.14232262	9.545489922	8.877508327	sub-03 LIC5
sub-03	LIC6	-67.65342689	-32.71739039	-10.57212654	3.5 mm	82	LIC6	Unknown	0	WM	L	sEEG	Unknown	1	Unknown	Depth	Depth	Depth	Depth	Depth	Depth	Depth				-66.3885	-26.049	14.817	-67.65342689	-32.71739039	-10.57212654	195.3885	114.183	155.049	-46.84033585	-7.064724922	-46.96575928	-40.04851913	-21.2068367	-41.36713409	-64.90582234	10.62148979	8.069508424	sub-03 LIC6
sub-03	LIC7	-72.66891934	-31.86154512	-11.92096957	3.5 mm	83	LIC7	Unknown	0	WM	L	sEEG	Unknown	1	Unknown	Depth	Depth	Depth	Depth	Depth	Depth	Depth				-71.152	-24.973	14.009	-72.66891934	-31.86154512	-11.92096957	200.152	114.991	153.973	-46.84033585	-7.064724922	-46.96575928	-39.98592758	-19.68291855	-42.84451675	-69.66932205	11.69748967	7.26150852	sub-03 LIC7
sub-03	LIC8	-77.68441178	-31.00569985	-13.26981261	3.5 mm	84	LIC8	Unknown	0	WM	L	sEEG	Unknown	1	Unknown	Depth	Depth	Depth	Depth	Depth	Depth	Depth				-75.9155	-23.897	13.201	-77.68441178	-31.00569985	-13.26981261	204.9155	115.799	152.897	-46.81242752	-6.276277542	-47.20494843	-39.89303589	-18.91967773	-43.82622147	-74.43282177	12.77348954	6.453508616	sub-03 LIC8
